candidate_type,candidate,gloss,corpus_frequency,distinct_word_coverage,domain_coverage_gain,anchor_availability,pronunciation_clarity,rule_gateway_value,visual_distinctiveness,confusability_penalty,load_penalty,irregularity_penalty,font_penalty,license_penalty,notes
grapheme,ㄱ,consonant g/k,0.85,0.80,0.80,0.90,0.80,0.10,0.80,0.10,0.00,0.05,0.00,0.00,"jamo_position: choseong and jongseong. Very common. Confusability_penalty: easy to confuse with ㅋ (aspirated k). Initial g, final unreleased k. Appears in 국 김치 약국."
grapheme,ㅁ,consonant m,0.80,0.75,0.75,0.85,0.95,0.10,0.85,0.00,0.00,0.00,0.00,0.00,"jamo_position: choseong and jongseong. Very common. Square shape — easy to remember as 'mouth'. Appears in 면 라면 음악."
grapheme,ㅐ,vowel ae (as in 'bed'),0.65,0.60,0.60,0.70,0.70,0.10,0.70,0.15,0.00,0.00,0.00,0.00,"jamo_position: vowel. Common. Confusability_penalty: very similar to ㅔ (e) — modern Seoul speech merges these. Appears in 택시 노래 은행."
grapheme,ㅔ,vowel e (as in 'bed'),0.60,0.55,0.55,0.65,0.65,0.10,0.65,0.15,0.00,0.00,0.00,0.00,"jamo_position: vowel. Common. ㅐ and ㅔ are merged in contemporary Seoul pronunciation — teach together and note merger. Appears in 메뉴 케이크 카페."
grapheme,ㅕ,vowel yeo,0.65,0.60,0.55,0.70,0.75,0.10,0.75,0.00,0.00,0.00,0.00,0.00,"jamo_position: vowel. Common. Compound of ㅓ + y-glide. Appears in 면 역 병원."
grapheme,ㅑ,vowel ya,0.45,0.40,0.35,0.50,0.80,0.10,0.80,0.00,0.00,0.00,0.00,0.00,"jamo_position: vowel. Less common. Compound of ㅏ + y-glide. Visually intuitive once ㅏ is known. Lower domain coverage in target domains."
grapheme,ㅂ,consonant b/p,0.70,0.65,0.65,0.75,0.80,0.10,0.80,0.10,0.00,0.05,0.00,0.00,"jamo_position: choseong and jongseong. Common. Confusability_penalty: similar to ㅍ (aspirated p). Initial b, final unreleased p. Appears in 밥 비빔밥 버스."
grapheme,ㄷ,consonant d/t,0.70,0.65,0.60,0.75,0.80,0.10,0.75,0.10,0.00,0.05,0.00,0.00,"jamo_position: choseong and jongseong. Common. Confusability_penalty: similar to ㅌ (aspirated t). Initial d, final unreleased t. Appears in domain words as components of compounds."
grapheme,ㅈ,consonant j,0.65,0.60,0.65,0.70,0.85,0.10,0.80,0.00,0.00,0.00,0.00,0.00,"jamo_position: choseong (rarely jongseong in learner vocabulary). Common. Clear j sound for English speakers. Appears in 지하철 주차 화장실."
grapheme,ㅎ,consonant h,0.65,0.60,0.60,0.70,0.90,0.10,0.80,0.00,0.00,0.05,0.00,0.00,"jamo_position: choseong (and jongseong with aspiration effect). Common. Easy h sound. Minor irregularity: ㅎ batchim causes aspiration of following consonant. Appears in 한국 화장실 은행."
grapheme,ㅋ,consonant k (aspirated),0.50,0.45,0.55,0.60,0.85,0.05,0.75,0.10,0.00,0.00,0.00,0.00,"jamo_position: choseong. Less common in native words but high in loanwords (target domain). Confusability_penalty: similar to ㄱ. Appears in 커피 케이크 카페 택시."
grapheme,ㅌ,consonant t (aspirated),0.45,0.40,0.40,0.50,0.85,0.05,0.75,0.10,0.00,0.00,0.00,0.00,"jamo_position: choseong. Less common. Confusability_penalty: similar to ㄷ. Appears in 마트 택시."
grapheme,ㅍ,consonant p (aspirated),0.40,0.35,0.40,0.45,0.85,0.05,0.75,0.10,0.00,0.00,0.00,0.00,"jamo_position: choseong. Less common in native words but in loanwords. Confusability_penalty: similar to ㅂ. Appears in 커피 카페."
grapheme,ㅊ,consonant ch (aspirated),0.45,0.40,0.45,0.50,0.85,0.05,0.80,0.00,0.00,0.00,0.00,0.00,"jamo_position: choseong. Less common. Clear ch sound. Appears in 김치 출구 주차."
grapheme,ㄲ,consonant kk (tense),0.35,0.30,0.20,0.35,0.65,0.05,0.60,0.15,0.10,0.10,0.00,0.00,"jamo_position: choseong. Tense/fortis consonant. Harder to distinguish for beginners; confusability with ㄱ and ㅋ. Defer unless a strong anchor requires it."
grapheme,ㄸ,consonant tt (tense),0.30,0.25,0.15,0.30,0.65,0.05,0.60,0.15,0.10,0.10,0.00,0.00,"jamo_position: choseong. Tense/fortis consonant. Appears in 떡볶이 but that is outside first target domains. Defer to later lessons."
grapheme,ㅃ,consonant pp (tense),0.25,0.20,0.10,0.25,0.60,0.05,0.60,0.15,0.10,0.10,0.00,0.00,"jamo_position: choseong. Tense/fortis consonant. Rare in target domain vocabulary. Defer."
grapheme,ㅆ,consonant ss (tense),0.50,0.45,0.30,0.45,0.70,0.10,0.65,0.10,0.05,0.05,0.00,0.00,"jamo_position: choseong and jongseong. More common than other tense consonants due to 있 (to exist) and 없 (to not exist). Still defer unless an anchor word requires it."
grapheme,ㅉ,consonant jj (tense),0.20,0.15,0.05,0.20,0.60,0.05,0.65,0.10,0.10,0.10,0.00,0.00,"jamo_position: choseong. Tense/fortis consonant. Very rare in target domains. Defer to advanced lessons."
grapheme,ㅘ,vowel wa (compound ㅗ+ㅏ),0.40,0.35,0.45,0.45,0.70,0.10,0.60,0.10,0.05,0.05,0.00,0.00,"jamo_position: vowel (compound). Appears in 화장실 영화. rule_gateway_value moderate because it unlocks compound vowel pattern. Confusability: can look crowded in small fonts."
grapheme,ㅙ,vowel wae (compound ㅗ+ㅐ),0.20,0.15,0.10,0.20,0.55,0.05,0.50,0.20,0.05,0.05,0.00,0.00,"jamo_position: vowel (compound). Rare. Merged with ㅚ in modern pronunciation. Defer."
grapheme,ㅚ,vowel oe (compound ㅗ+ㅣ),0.30,0.25,0.20,0.30,0.55,0.05,0.55,0.15,0.05,0.05,0.00,0.00,"jamo_position: vowel (compound). Uncommon. Appears in 외 words. Pronunciation varies (oe vs we). Defer."
grapheme,ㅝ,vowel wo/weo (compound ㅜ+ㅓ),0.35,0.30,0.35,0.40,0.65,0.10,0.60,0.10,0.05,0.05,0.00,0.00,"jamo_position: vowel (compound). Appears in 병원 원. rule_gateway_value moderate. Defer until an anchor requires it."
grapheme,ㅞ,vowel we (compound ㅜ+ㅔ),0.15,0.10,0.05,0.15,0.55,0.05,0.50,0.20,0.05,0.05,0.00,0.00,"jamo_position: vowel (compound). Rare. Defer."
grapheme,ㅟ,vowel wi (compound ㅜ+ㅣ),0.25,0.20,0.15,0.25,0.60,0.05,0.60,0.10,0.05,0.05,0.00,0.00,"jamo_position: vowel (compound). Uncommon. Defer."
grapheme,ㅢ,vowel ui (compound ㅡ+ㅣ),0.30,0.25,0.20,0.30,0.50,0.05,0.65,0.05,0.05,0.15,0.00,0.00,"jamo_position: vowel (compound). Appears in 의사 의 (possessive particle). Pronunciation highly irregular: realized as ui/i/e depending on position — irregularity_penalty high. Defer."
grapheme,ㅛ,vowel yo,0.35,0.30,0.25,0.35,0.80,0.10,0.80,0.00,0.00,0.00,0.00,0.00,"jamo_position: vowel. Less common. Compound of ㅗ + y-glide. Lower domain coverage."
grapheme,ㅠ,vowel yu,0.35,0.30,0.30,0.40,0.80,0.10,0.80,0.00,0.00,0.00,0.00,0.00,"jamo_position: vowel. Less common. Compound of ㅜ + y-glide. Appears in 메뉴. Teach once ㅜ is established."
grapheme,ㅖ,vowel ye,0.25,0.20,0.20,0.25,0.75,0.05,0.75,0.10,0.00,0.00,0.00,0.00,"jamo_position: vowel. Less common. Compound of ㅔ + y-glide. Merged with ㅒ in some positions. Defer."
grapheme,ㅒ,vowel yae,0.15,0.10,0.10,0.15,0.65,0.05,0.65,0.15,0.00,0.00,0.00,0.00,"jamo_position: vowel. Rare. Merged with ㅖ in modern pronunciation. Defer."
