candidate_type,candidate,gloss,weighted_word_frequency,real_world_utility,coverage_gain,decodability,rule_payoff,pronunciation_clarity,review_value,memorability,source_confidence,new_load_penalty,irregularity_penalty,ambiguity_penalty,sensitivity_penalty,license_penalty,notes
anchor,비빔밥,bibimbap (mixed rice),0.70,0.80,0.35,0.65,0.55,0.75,0.55,0.90,0.50,0.25,0.00,0.00,0.00,0.00,"domain: food_cafe_menus. 3 syllables with heavy batchim throughout. Best as Stage 2-3 anchor after simpler words establish batchim concept."
anchor,역,station,0.90,0.95,0.65,0.90,0.80,0.90,0.55,0.85,0.50,0.10,0.00,0.00,0.00,0.00,"domain: transit_signage. Jamo: ㅇ+ㅕ+ㄱ batchim. 1 syllable. rule_payoff: demonstrates ㅇ silent-initial rule — syllable starts with ㅕ sound despite ㅇ written. Every subway station sign."
anchor,출구,exit,0.85,0.95,0.60,0.80,0.75,0.85,0.60,0.90,0.50,0.15,0.05,0.00,0.00,0.00,"domain: transit_signage. Jamo: ㅊ+ㅜ+ㄹ batchim + ㄱ+ㅜ. 2 syllables. ㄹ batchim. Pairs with 입구."
anchor,입구,entrance,0.80,0.95,0.55,0.80,0.80,0.85,0.65,0.85,0.50,0.15,0.00,0.00,0.00,0.00,"domain: transit_signage. Jamo: ㅇ+ㅣ+ㅂ batchim + ㄱ+ㅜ. ㅇ silent initial review, ㅂ batchim. Pairs with 출구."
anchor,지하철,subway/metro,0.85,0.90,0.50,0.75,0.55,0.80,0.65,0.90,0.50,0.20,0.00,0.00,0.00,0.00,"domain: transit_signage. Jamo: ㅈ+ㅣ+ㅎ+ㅏ+ㅊ+ㅓ+ㄹ batchim. 3 syllables. Introduces ㅈ and ㅎ as initials. Common on all transit maps."
anchor,버스,bus (loanword),0.80,0.90,0.55,0.90,0.85,0.90,0.55,0.90,0.50,0.10,0.05,0.00,0.00,0.00,"domain: transit_signage. Jamo: ㅂ+ㅓ+ㅅ batchim. 1 syllable. Loanword. Irregularity: ㅅ batchim is unreleased t-like stop — important rule payoff."
anchor,택시,taxi (loanword),0.75,0.90,0.50,0.85,0.85,0.90,0.55,0.90,0.50,0.15,0.00,0.00,0.00,0.00,"domain: transit_signage. Jamo: ㅌ+ㅐ+ㄱ batchim + ㅅ+ㅣ. 2 syllables. Introduces ㅌ. Good ㅐ reinforcement."
anchor,주차,parking,0.75,0.90,0.50,0.85,0.75,0.85,0.55,0.80,0.50,0.10,0.00,0.00,0.00,0.00,"domain: transit_signage. Jamo: ㅈ+ㅜ+ㅊ+ㅏ. 2 syllables, no batchim. Reinforces ㅈ and ㅊ. Good for a no-batchim lesson slot."
anchor,화장실,restroom/bathroom,0.90,0.99,0.45,0.70,0.55,0.75,0.60,0.95,0.50,0.25,0.05,0.00,0.00,0.00,"domain: transit_signage. Jamo: ㅎ+ㅘ+ㅈ+ㅏ+ㅇ+ㅅ+ㅣ+ㄹ batchim. 3 syllables. Introduces ㅘ compound vowel. Essential word — extremely high real-world utility. Best Stage 2+ anchor."
anchor,마트,mart/supermarket (loanword),0.75,0.85,0.50,0.90,0.85,0.90,0.55,0.85,0.50,0.10,0.00,0.00,0.00,0.00,"domain: everyday_labels. Jamo: ㅁ+ㅏ+ㅌ+ㅡ. 2 syllables. Introduces ㅡ neutral vowel — the vowel with no English equivalent. rule_payoff: teaches ㅡ."
anchor,약국,pharmacy/drugstore,0.80,0.90,0.50,0.80,0.80,0.85,0.55,0.85,0.50,0.15,0.00,0.05,0.00,0.00,"domain: everyday_labels. Jamo: ㅇ+ㅏ+ㄱ batchim + ㄱ+ㅜ+ㄱ batchim. ㄱ batchim in both syllables. ㅇ silent initial. Ambiguity: 약 also means medicine."
anchor,은행,bank,0.80,0.88,0.50,0.80,0.75,0.80,0.60,0.80,0.50,0.15,0.00,0.00,0.00,0.00,"domain: everyday_labels. Jamo: ㅇ+ㅡ+ㄴ batchim + ㅎ+ㅐ+ㅇ final ng. ㅡ vowel, ㄴ batchim, ㅇ ng-final. rule_payoff: best single word to teach both roles of ㅇ — silent initial AND ng-final."
anchor,병원,hospital/clinic,0.80,0.88,0.45,0.75,0.75,0.75,0.60,0.80,0.50,0.20,0.05,0.00,0.00,0.00,"domain: everyday_labels. Jamo: ㅂ+ㅕ+ㅇ ng batchim + ㅇ+ㅝ+ㄴ batchim. Introduces ㅝ compound vowel. Irregularity: ㅝ pronunciation."
anchor,편의점,convenience store,0.80,0.90,0.40,0.65,0.70,0.75,0.60,0.90,0.50,0.25,0.10,0.00,0.00,0.00,"domain: everyday_labels. 3 syllables with ㅢ compound vowel. Irregularity: ㅢ in 의 pronounced as 에 in this position. Best Stage 3+ anchor."
anchor,한국,Korea,0.95,0.95,0.50,0.80,0.85,0.90,0.50,0.95,0.50,0.15,0.00,0.05,0.00,0.00,"domain: media_culture. Jamo: ㅎ+ㅏ+ㄴ batchim + ㄱ+ㅜ+ㄱ batchim. Meta-word — the Korean word for Korea. Ambiguity: 국 also means soup — good contrast opportunity."
anchor,서울,Seoul,0.90,0.90,0.50,0.80,0.85,0.85,0.55,0.95,0.50,0.15,0.05,0.00,0.00,0.00,"domain: media_culture. Jamo: ㅅ+ㅓ+ㅜ+ㄹ batchim. 2 syllables. ㄹ batchim. Irregularity: eo+u somewhat merged in pronunciation."
anchor,영화,movie/film,0.80,0.80,0.45,0.80,0.80,0.80,0.60,0.85,0.50,0.15,0.00,0.00,0.00,0.00,"domain: media_culture. Jamo: ㅇ+ㅕ+ㅇ ng batchim + ㅎ+ㅘ. ㅇ ng-batchim review, ㅘ compound vowel. Common in K-drama context."
anchor,음악,music,0.80,0.78,0.45,0.80,0.80,0.80,0.60,0.85,0.50,0.15,0.00,0.00,0.00,0.00,"domain: media_culture. Jamo: ㅇ+ㅡ+ㅁ batchim + ㅇ+ㅏ+ㄱ batchim. Both syllables start with ㅇ silent initial — good spaced review. K-pop context."
anchor,노래,song,0.85,0.82,0.50,0.85,0.90,0.90,0.60,0.85,0.50,0.10,0.05,0.00,0.00,0.00,"domain: media_culture. Jamo: ㄴ+ㅗ+ㄹ+ㅐ. 2 syllables, no batchim. Irregularity: ㄹ as initial after ㄴ batchim triggers consonant cluster assimilation — important phonological rule."
anchor,케이크,cake (loanword),0.60,0.75,0.40,0.80,0.85,0.90,0.55,0.85,0.50,0.20,0.00,0.00,0.00,0.00,"domain: food_cafe_menus. Jamo: ㅋ+ㅔ+ㅇ+ㅣ+ㅋ+ㅡ. 3 syllables. ㅇ silent initial in 이 syllable. rule_payoff: shows ㅇ as silent placeholder inside a loanword."
